age,balance,campaign,contact,day,default,deposit,duration,education,housing,job,loan,marital,month,pdays,poutcome,previous
46,977,3,telephone,2,no,yes,436,primary,no,blue-collar,yes,married,feb,-1,unknown,0
26,15161,1,cellular,2,no,yes,280,tertiary,no,technician,no,single,feb,-1,unknown,0
51,0,2,cellular,8,no,yes,124,tertiary,yes,admin.,yes,married,mar,-1,unknown,0
58,776,1,telephone,9,no,yes,990,tertiary,yes,entrepreneur,no,married,jul,-1,unknown,0
51,1994,2,unknown,18,no,yes,771,secondary,no,admin.,no,single,jun,-1,unknown,0
33,616,3,cellular,6,no,yes,250,secondary,no,admin.,no,married,sep,-1,unknown,0
46,3512,1,cellular,30,no,yes,175,primary,no,housemaid,no,married,oct,197,failure,1
34,6529,2,cellular,14,no,yes,505,tertiary,no,technician,no,single,aug,-1,unknown,0
40,0,4,cellular,21,no,yes,1080,primary,yes,blue-collar,no,married,jul,-1,unknown,0
40,2129,1,cellular,30,no,yes,452,secondary,no,admin.,no,divorced,apr,-1,unknown,0
46,874,3,cellular,19,no,yes,819,secondary,no,technician,no,single,nov,-1,unknown,0
59,496,3,cellular,22,no,yes,738,secondary,no,entrepreneur,no,married,oct,183,success,1
34,1539,1,cellular,15,no,yes,441,tertiary,yes,technician,no,married,jun,56,other,1
49,348,1,cellular,30,no,yes,125,tertiary,no,management,no,divorced,oct,-1,unknown,0
28,1287,1,cellular,26,no,yes,65,tertiary,yes,management,no,single,feb,-1,unknown,0
56,12356,1,cellular,26,no,yes,410,tertiary,yes,management,no,married,may,551,other,5
28,5763,2,cellular,5,no,yes,196,secondary,no,technician,yes,single,mar,-1,unknown,0
33,-267,3,cellular,20,no,yes,1030,secondary,yes,blue-collar,no,married,apr,-1,unknown,0
37,443,1,cellular,29,no,yes,1600,secondary,no,unemployed,no,single,jan,-1,unknown,0
38,934,1,cellular,14,no,yes,715,secondary,yes,services,no,married,may,-1,unknown,0
25,4859,1,cellular,12,no,yes,227,secondary,no,technician,no,single,jan,-1,unknown,0
74,1843,2,cellular,15,no,yes,251,tertiary,no,retired,no,married,sep,184,success,3
42,1289,4,cellular,15,no,yes,250,secondary,no,unemployed,no,married,jul,415,failure,2
29,19,1,cellular,3,no,yes,274,tertiary,no,housemaid,no,single,dec,230,success,1
60,8332,1,cellular,16,no,yes,279,secondary,no,retired,no,married,mar,194,other,7
41,5517,1,cellular,10,no,yes,584,secondary,yes,blue-collar,no,married,jul,-1,unknown,0
51,949,1,cellular,5,no,yes,1092,secondary,no,admin.,no,married,aug,-1,unknown,0
49,-157,3,cellular,7,no,yes,491,primary,yes,blue-collar,no,married,jul,-1,unknown,0
41,254,2,cellular,9,no,yes,183,tertiary,no,management,no,married,jun,294,failure,2
31,136,2,cellular,12,no,yes,228,secondary,no,blue-collar,no,married,may,267,failure,1
25,285,3,cellular,3,no,yes,658,secondary,no,admin.,no,single,jul,-1,unknown,0
32,874,6,cellular,12,no,yes,1282,tertiary,no,management,no,divorced,aug,-1,unknown,0
73,1641,2,cellular,27,no,yes,49,tertiary,yes,retired,no,married,feb,-1,unknown,0
31,1088,2,cellular,8,no,yes,575,secondary,yes,management,no,single,apr,-1,unknown,0
32,1138,3,telephone,10,no,yes,402,tertiary,no,student,no,single,feb,-1,unknown,0
27,13107,1,cellular,6,no,yes,661,tertiary,yes,student,no,single,apr,314,failure,2
60,2557,1,cellular,2,no,yes,415,tertiary,yes,retired,no,married,feb,-1,unknown,0
34,142,1,cellular,13,no,yes,459,tertiary,yes,admin.,no,married,may,-1,unknown,0
43,733,3,cellular,19,no,yes,1102,secondary,yes,admin.,no,single,nov,-1,unknown,0
31,-405,2,cellular,13,yes,yes,703,tertiary,yes,entrepreneur,yes,single,aug,-1,unknown,0
42,11008,6,cellular,28,no,yes,822,tertiary,no,management,no,single,jul,405,success,1
27,246,2,cellular,17,no,yes,453,secondary,no,services,no,single,jun,-1,unknown,0
57,0,1,unknown,28,no,yes,648,tertiary,yes,retired,yes,married,may,-1,unknown,0
30,536,2,cellular,14,no,yes,362,tertiary,no,management,no,single,jan,91,success,2
45,1506,4,cellular,28,no,yes,365,tertiary,no,admin.,no,divorced,jul,-1,unknown,0
49,716,3,unknown,15,no,yes,1257,secondary,yes,admin.,no,single,may,-1,unknown,0
31,354,2,cellular,21,no,yes,242,tertiary,no,management,no,single,apr,-1,unknown,0
41,1757,1,cellular,22,no,yes,314,tertiary,no,management,no,divorced,apr,239,failure,13
57,7554,1,telephone,28,no,yes,141,secondary,no,technician,no,married,oct,-1,unknown,0
57,854,1,cellular,6,no,yes,480,unknown,no,management,no,divorced,oct,40,success,5
58,1230,1,cellular,20,no,yes,420,secondary,no,retired,no,married,may,87,failure,1
54,1303,1,cellular,3,no,yes,1635,tertiary,no,management,no,married,feb,-1,unknown,0
36,93,2,cellular,12,no,yes,262,tertiary,no,management,no,married,jul,182,failure,7
53,-291,1,unknown,7,no,yes,591,primary,yes,services,yes,divorced,may,-1,unknown,0
34,69,3,cellular,3,no,yes,263,tertiary,no,admin.,yes,married,aug,251,success,3
27,771,1,cellular,21,no,yes,181,secondary,no,unemployed,no,single,oct,302,other,3
41,-675,4,cellular,18,no,yes,147,secondary,yes,services,yes,single,mar,-1,unknown,0
62,973,1,cellular,2,no,yes,326,secondary,no,technician,no,married,feb,-1,unknown,0
27,377,2,cellular,19,no,yes,645,primary,no,blue-collar,no,single,feb,-1,unknown,0
37,480,2,cellular,22,no,yes,344,secondary,no,technician,no,married,oct,182,other,8
22,552,1,cellular,1,no,yes,327,secondary,no,student,no,single,sep,-1,unknown,0
27,3733,6,telephone,13,no,yes,299,tertiary,yes,student,no,single,feb,-1,unknown,0
30,-158,1,cellular,12,no,yes,426,secondary,yes,services,no,single,may,370,failure,2
28,136,1,cellular,16,no,yes,355,secondary,no,admin.,no,single,jun,-1,unknown,0
27,4590,4,cellular,10,no,yes,131,secondary,yes,admin.,no,single,nov,89,failure,3
42,283,1,cellular,23,no,yes,761,secondary,yes,management,no,divorced,jul,-1,unknown,0
36,0,1,telephone,23,no,yes,140,tertiary,yes,management,no,married,oct,143,failure,3
27,419,2,unknown,4,no,yes,1181,secondary,yes,blue-collar,no,married,jun,-1,unknown,0
58,462,1,cellular,12,no,yes,332,secondary,no,services,no,divorced,aug,-1,unknown,0
55,4,1,cellular,28,yes,yes,1048,secondary,no,technician,no,divorced,jan,-1,unknown,0
52,363,1,cellular,21,no,yes,168,secondary,yes,admin.,no,divorced,aug,462,success,1
42,7560,1,cellular,28,no,yes,132,tertiary,no,management,no,single,jan,-1,unknown,0
46,1297,3,cellular,11,no,yes,716,tertiary,no,management,no,divorced,aug,-1,unknown,0
32,40,2,cellular,8,no,yes,419,secondary,no,technician,no,single,aug,-1,unknown,0
52,436,1,unknown,22,no,yes,95,secondary,no,technician,yes,single,mar,-1,unknown,0
57,403,1,cellular,18,no,yes,603,secondary,yes,admin.,no,married,may,340,other,2
40,5637,3,unknown,30,no,yes,553,secondary,yes,technician,no,single,may,-1,unknown,0
30,916,2,cellular,29,no,yes,449,tertiary,no,self-employed,no,single,dec,-1,unknown,0
30,1942,2,cellular,21,no,yes,436,tertiary,yes,management,yes,married,nov,178,other,3
39,385,1,cellular,13,no,yes,242,secondary,no,technician,no,divorced,oct,48,failure,2
28,-1042,2,unknown,6,yes,yes,712,secondary,yes,technician,no,single,jun,-1,unknown,0
34,3696,2,cellular,8,no,yes,758,tertiary,no,management,no,married,apr,160,other,5
30,3384,2,cellular,4,no,yes,578,tertiary,no,management,no,single,jun,-1,unknown,0
24,556,1,cellular,8,no,yes,278,secondary,yes,technician,no,married,feb,94,success,4
59,315,1,cellular,2,no,yes,591,tertiary,no,management,no,married,mar,176,failure,2
38,2812,1,cellular,30,no,yes,830,tertiary,yes,unemployed,no,married,apr,-1,unknown,0
47,324,2,cellular,21,no,yes,462,primary,no,unemployed,no,married,nov,-1,unknown,0
52,-519,8,unknown,9,no,yes,442,secondary,yes,blue-collar,no,married,jun,-1,unknown,0
35,188,3,cellular,16,no,yes,75,secondary,yes,student,no,single,feb,200,failure,5
61,267,1,cellular,20,no,yes,190,tertiary,no,management,no,married,apr,-1,unknown,0
46,21,2,cellular,30,no,yes,566,tertiary,no,self-employed,no,divorced,jul,-1,unknown,0
55,2038,1,cellular,9,no,yes,394,unknown,no,admin.,no,married,apr,-1,unknown,0
42,11115,1,cellular,10,no,yes,187,unknown,no,technician,no,single,aug,102,success,1
26,194,2,cellular,22,no,yes,407,tertiary,no,management,no,single,apr,-1,unknown,0
58,169,1,cellular,13,no,yes,880,secondary,no,admin.,no,married,aug,92,success,8
46,0,5,cellular,27,no,yes,763,secondary,no,management,no,divorced,aug,-1,unknown,0
39,2981,1,cellular,26,no,yes,200,secondary,no,management,no,married,mar,-1,unknown,0
29,67,1,cellular,23,no,yes,211,secondary,no,student,no,single,feb,187,success,5
21,360,2,cellular,26,no,yes,131,unknown,no,technician,no,single,may,-1,unknown,0
57,3376,2,telephone,2,no,yes,421,primary,yes,technician,no,married,jun,-1,unknown,0
31,4718,1,cellular,21,no,yes,536,tertiary,yes,management,no,single,nov,-1,unknown,0
49,387,1,cellular,28,no,yes,325,unknown,no,technician,no,divorced,jan,-1,unknown,0
56,4266,4,unknown,17,no,yes,490,tertiary,yes,management,no,divorced,jun,-1,unknown,0
30,396,3,cellular,13,no,yes,366,secondary,yes,admin.,no,married,may,348,failure,2
34,2085,3,cellular,10,no,yes,356,secondary,no,technician,no,single,aug,182,success,2
35,62,3,cellular,20,no,yes,213,tertiary,yes,management,no,single,apr,-1,unknown,0
55,-268,1,cellular,24,no,yes,1417,secondary,no,retired,yes,divorced,jul,-1,unknown,0
44,1697,2,unknown,4,no,yes,150,secondary,yes,blue-collar,no,married,jul,-1,unknown,0
36,341,1,cellular,13,no,yes,282,tertiary,no,technician,no,married,aug,-1,unknown,0
63,109,2,cellular,10,no,yes,406,primary,no,retired,no,divorced,nov,-1,unknown,0
37,0,2,cellular,15,no,yes,426,tertiary,no,management,no,married,jan,196,other,1
58,4158,2,cellular,13,no,yes,455,primary,no,retired,no,married,aug,-1,unknown,0
37,156,3,cellular,19,no,yes,366,tertiary,no,management,no,married,nov,-1,unknown,0
26,390,1,cellular,7,no,yes,325,tertiary,no,management,no,single,aug,-1,unknown,0
44,36,1,cellular,15,no,yes,551,primary,yes,blue-collar,no,single,may,371,failure,2
37,0,6,cellular,23,no,yes,366,tertiary,yes,technician,no,single,jul,-1,unknown,0
53,50,1,cellular,15,no,yes,669,tertiary,yes,management,no,divorced,may,337,failure,3
37,102,1,cellular,6,no,yes,445,tertiary,yes,management,no,single,may,258,failure,2
40,57,9,cellular,31,no,yes,1007,primary,yes,blue-collar,no,married,jul,-1,unknown,0
40,973,1,cellular,14,no,yes,449,secondary,no,blue-collar,no,divorced,may,-1,unknown,0
31,3,1,cellular,11,no,yes,331,tertiary,yes,management,yes,married,feb,-1,unknown,0
36,1245,9,unknown,6,no,yes,1469,secondary,yes,self-employed,no,married,jun,-1,unknown,0
36,828,1,cellular,13,no,yes,1512,primary,no,blue-collar,no,married,may,345,failure,8
52,0,1,cellular,9,no,yes,1486,unknown,yes,blue-collar,no,married,jul,-1,unknown,0
39,167,1,cellular,12,no,yes,612,secondary,yes,blue-collar,yes,married,may,-1,unknown,0
47,66,1,cellular,7,no,yes,358,unknown,no,admin.,no,married,aug,-1,unknown,0
49,687,1,cellular,17,no,yes,772,secondary,yes,entrepreneur,no,married,apr,-1,unknown,0
32,2688,1,cellular,14,no,yes,216,tertiary,no,technician,no,married,oct,57,failure,1
36,625,9,cellular,18,no,yes,1360,tertiary,yes,management,no,married,jul,-1,unknown,0
27,1742,1,unknown,16,no,yes,787,secondary,yes,technician,no,single,may,-1,unknown,0
71,1729,2,cellular,17,no,yes,456,primary,no,retired,no,divorced,nov,-1,unknown,0
32,889,1,cellular,10,no,yes,185,secondary,yes,blue-collar,no,married,sep,99,success,5
29,224,2,cellular,24,no,yes,65,tertiary,yes,management,no,single,apr,81,failure,3
64,768,1,cellular,14,no,yes,371,primary,no,housemaid,no,married,jan,-1,unknown,0
24,1809,1,cellular,11,no,yes,165,secondary,no,student,no,single,oct,95,success,2
21,423,5,telephone,18,no,yes,287,primary,no,student,no,single,jan,285,success,5
42,335,1,cellular,12,no,yes,580,secondary,yes,entrepreneur,no,divorced,may,-1,unknown,0
47,182,1,telephone,10,no,yes,39,secondary,yes,blue-collar,no,married,jul,-1,unknown,0
53,4401,1,telephone,11,no,yes,241,primary,no,blue-collar,no,divorced,nov,92,success,1
33,607,2,cellular,27,no,yes,110,secondary,no,admin.,no,single,feb,-1,unknown,0
62,1084,1,cellular,14,no,yes,505,primary,no,retired,no,married,apr,-1,unknown,0
33,0,6,cellular,29,no,yes,454,secondary,no,blue-collar,no,married,jul,-1,unknown,0
58,687,2,cellular,30,no,yes,341,secondary,yes,unemployed,no,married,apr,-1,unknown,0
52,659,1,cellular,27,no,yes,113,secondary,no,services,no,married,oct,-1,unknown,0
37,1435,16,cellular,18,no,yes,724,secondary,no,technician,no,single,aug,-1,unknown,0
37,8828,3,unknown,12,no,yes,1010,tertiary,no,management,no,single,jun,-1,unknown,0
34,69,1,cellular,25,no,yes,296,tertiary,no,admin.,yes,married,nov,205,failure,2
79,79,2,cellular,9,no,yes,1106,primary,no,retired,no,divorced,oct,-1,unknown,0
54,990,2,cellular,3,no,yes,244,tertiary,no,self-employed,no,married,jun,-1,unknown,0
28,2290,1,cellular,18,no,yes,2301,secondary,yes,admin.,no,single,may,-1,unknown,0
33,679,2,cellular,5,no,yes,1109,tertiary,no,management,no,married,aug,-1,unknown,0
21,-172,1,cellular,15,no,yes,409,primary,yes,blue-collar,yes,married,may,361,failure,3
46,548,4,cellular,12,no,yes,1181,secondary,no,self-employed,no,married,aug,-1,unknown,0
38,565,1,cellular,30,no,yes,1143,secondary,yes,technician,no,single,apr,-1,unknown,0
32,228,6,cellular,21,no,yes,1017,primary,yes,services,no,married,jul,-1,unknown,0
34,0,11,cellular,28,no,yes,730,tertiary,no,self-employed,no,married,aug,-1,unknown,0
49,228,1,cellular,2,no,yes,368,tertiary,yes,admin.,no,single,mar,-1,unknown,0
31,454,1,cellular,30,no,yes,266,tertiary,no,technician,no,single,apr,-1,unknown,0
32,514,1,cellular,11,no,yes,812,secondary,yes,self-employed,no,married,jul,-1,unknown,0
38,2885,10,unknown,20,no,yes,1422,tertiary,yes,blue-collar,no,single,jun,-1,unknown,0
27,567,2,cellular,25,no,yes,238,tertiary,no,blue-collar,no,single,nov,184,success,1
78,2235,3,telephone,14,no,yes,300,unknown,no,unknown,no,married,apr,-1,unknown,0
60,5267,1,cellular,4,no,yes,520,secondary,no,retired,no,married,sep,-1,unknown,0
36,29,1,cellular,12,no,yes,576,tertiary,no,admin.,no,married,aug,-1,unknown,0
75,291,1,cellular,12,no,yes,350,secondary,no,retired,no,married,aug,182,success,2
30,4889,2,cellular,11,no,yes,545,tertiary,no,management,no,single,aug,-1,unknown,0
30,502,1,cellular,18,no,yes,572,tertiary,no,management,yes,single,jul,-1,unknown,0
50,3608,2,cellular,13,no,yes,176,secondary,yes,admin.,no,married,nov,197,success,2
37,3556,1,cellular,9,no,yes,268,tertiary,no,management,no,married,nov,-1,unknown,0
60,-41,1,cellular,6,no,yes,1658,secondary,yes,admin.,yes,divorced,feb,262,failure,1
26,3944,2,cellular,14,no,yes,974,tertiary,yes,management,no,single,may,-1,unknown,0
49,202,2,cellular,17,no,yes,651,secondary,yes,services,no,married,nov,104,failure,1
40,1175,1,cellular,14,no,yes,184,tertiary,no,technician,no,single,apr,-1,unknown,0
46,974,1,cellular,17,no,yes,178,secondary,no,admin.,no,married,mar,-1,unknown,0
38,3141,4,cellular,9,no,yes,347,tertiary,no,management,no,single,nov,189,success,2
74,4079,3,cellular,19,no,yes,343,secondary,no,retired,no,divorced,oct,-1,unknown,0
35,0,1,cellular,3,no,yes,704,tertiary,no,services,no,single,jul,-1,unknown,0
50,3357,4,cellular,9,no,yes,239,secondary,no,unemployed,no,married,jun,-1,unknown,0
54,2587,2,cellular,2,no,yes,236,primary,no,management,no,married,jun,-1,unknown,0
35,434,2,cellular,13,no,yes,1314,tertiary,yes,management,no,divorced,aug,-1,unknown,0
36,1291,1,cellular,3,no,yes,298,tertiary,no,unemployed,no,single,feb,-1,unknown,0
30,315,1,cellular,23,no,yes,1407,secondary,no,blue-collar,no,single,jun,-1,unknown,0
36,394,1,cellular,5,no,yes,324,secondary,no,services,no,married,aug,-1,unknown,0
41,5561,2,cellular,20,no,yes,649,tertiary,no,management,no,married,aug,-1,unknown,0
30,3528,1,cellular,4,no,yes,250,secondary,no,admin.,no,single,aug,92,failure,2
39,437,1,unknown,27,no,yes,150,primary,yes,entrepreneur,no,married,oct,-1,unknown,0
34,3119,1,cellular,16,no,yes,306,tertiary,no,services,no,single,oct,-1,unknown,0
32,264,1,cellular,19,no,yes,1502,secondary,yes,services,yes,married,nov,-1,unknown,0
35,3285,2,cellular,21,no,yes,1555,primary,no,unemployed,no,married,nov,-1,unknown,0
50,1396,6,cellular,25,no,yes,731,tertiary,no,management,no,married,aug,-1,unknown,0
28,510,2,cellular,8,no,yes,1767,secondary,yes,services,yes,married,jul,-1,unknown,0
44,-101,1,cellular,15,no,yes,679,primary,yes,blue-collar,no,married,may,366,failure,4
32,634,1,cellular,29,no,yes,696,primary,no,blue-collar,no,married,jan,-1,unknown,0
30,4210,4,cellular,12,no,yes,796,tertiary,no,management,no,single,aug,-1,unknown,0
59,0,1,unknown,5,no,yes,812,secondary,no,retired,no,married,jun,-1,unknown,0
35,84,1,cellular,6,no,yes,954,secondary,yes,technician,yes,divorced,may,-1,unknown,0
30,278,1,unknown,23,no,yes,1073,secondary,yes,blue-collar,yes,married,may,-1,unknown,0
42,849,1,cellular,8,no,yes,667,unknown,yes,management,no,married,oct,321,other,1
63,1612,2,telephone,17,no,yes,233,secondary,no,retired,no,married,feb,-1,unknown,0
35,204,1,cellular,25,no,yes,236,secondary,yes,technician,no,single,may,-1,unknown,0
43,1854,1,cellular,30,no,yes,323,secondary,no,unemployed,no,divorced,apr,-1,unknown,0
27,4661,1,cellular,8,no,yes,114,tertiary,no,technician,no,single,apr,-1,unknown,0
29,1579,1,cellular,13,no,yes,178,tertiary,no,self-employed,no,single,jul,181,success,4
54,1561,3,cellular,25,no,yes,352,secondary,no,unemployed,no,married,may,186,failure,2
80,1468,3,cellular,13,no,yes,330,primary,no,retired,no,married,jan,-1,unknown,0
57,2887,10,cellular,21,no,yes,819,secondary,no,blue-collar,no,married,aug,-1,unknown,0
33,224,2,cellular,23,no,yes,409,tertiary,no,management,no,single,sep,92,success,4
65,1760,4,cellular,18,no,yes,855,primary,no,retired,no,married,aug,-1,unknown,0
59,3735,3,cellular,17,no,yes,243,secondary,no,admin.,no,married,jun,91,success,6
30,19,1,cellular,4,no,yes,139,tertiary,no,housemaid,no,single,aug,92,success,5
28,61,2,cellular,4,no,yes,226,secondary,yes,blue-collar,no,married,may,319,success,1
29,95,3,cellular,3,no,yes,172,secondary,no,technician,yes,married,feb,-1,unknown,0
31,5,1,cellular,21,no,yes,635,tertiary,yes,self-employed,yes,married,nov,135,failure,2
31,360,1,cellular,18,no,yes,309,secondary,yes,management,no,single,may,-1,unknown,0
49,1730,2,cellular,4,no,yes,605,secondary,yes,blue-collar,no,married,aug,92,success,4
43,0,1,cellular,16,no,yes,745,tertiary,no,unemployed,no,married,jul,281,failure,1
40,7968,2,cellular,2,no,yes,263,tertiary,no,unemployed,no,single,mar,180,success,2
39,7005,2,cellular,28,no,yes,429,primary,yes,unemployed,no,married,jul,184,success,3
71,3020,1,telephone,30,no,yes,304,secondary,no,technician,no,married,jul,270,failure,3
38,605,10,telephone,18,no,yes,1603,tertiary,no,self-employed,no,single,jun,-1,unknown,0
30,376,1,cellular,21,no,yes,710,tertiary,yes,management,no,single,nov,-1,unknown,0
45,891,1,unknown,7,no,yes,118,secondary,yes,unemployed,no,married,jan,-1,unknown,0
67,704,1,cellular,6,no,yes,613,secondary,no,retired,no,divorced,may,87,success,3
58,4348,4,cellular,23,no,yes,790,secondary,yes,admin.,no,married,jun,141,other,1
45,2353,1,cellular,5,no,yes,182,secondary,yes,admin.,no,divorced,mar,107,other,2
34,8000,1,cellular,12,no,yes,291,tertiary,no,management,no,married,feb,260,failure,2
27,2781,1,cellular,24,no,yes,168,tertiary,yes,technician,no,single,may,389,failure,1
51,541,3,cellular,11,no,yes,663,primary,no,blue-collar,no,married,aug,-1,unknown,0
38,3576,1,cellular,26,no,yes,579,unknown,no,management,no,married,may,-1,unknown,0
28,2725,1,cellular,16,no,yes,292,tertiary,no,management,no,single,jun,504,failure,1
25,2354,7,cellular,5,no,yes,226,secondary,no,student,no,single,feb,-1,unknown,0
37,775,2,cellular,14,no,yes,150,secondary,no,services,no,married,aug,-1,unknown,0
38,622,2,unknown,21,no,yes,611,secondary,yes,blue-collar,no,married,may,-1,unknown,0
37,4,1,cellular,11,no,yes,933,secondary,no,technician,no,single,aug,-1,unknown,0
34,5,2,cellular,18,no,yes,370,tertiary,no,management,no,single,aug,-1,unknown,0
37,3943,2,cellular,6,no,yes,1138,tertiary,no,technician,no,single,apr,138,failure,1
76,802,1,cellular,9,no,yes,241,primary,no,retired,no,divorced,mar,181,success,5
48,2351,1,cellular,15,no,yes,150,tertiary,no,management,no,married,sep,105,success,3
49,1807,1,cellular,12,no,yes,229,tertiary,yes,technician,no,divorced,mar,-1,unknown,0
62,2,1,cellular,3,no,yes,322,secondary,no,housemaid,no,married,nov,-1,unknown,0
33,2297,1,cellular,27,no,yes,527,unknown,no,services,no,single,jul,-1,unknown,0
19,779,4,cellular,1,no,yes,184,unknown,no,student,no,single,apr,-1,unknown,0
25,108,3,cellular,29,no,yes,305,secondary,no,student,no,single,apr,-1,unknown,0
31,459,1,cellular,7,no,yes,623,primary,yes,services,no,divorced,may,293,success,1
38,110,3,unknown,17,no,yes,1051,tertiary,no,technician,no,single,jun,-1,unknown,0
31,13711,3,cellular,20,no,yes,1532,tertiary,yes,technician,no,single,nov,-1,unknown,0
24,3415,1,cellular,27,no,yes,97,tertiary,no,student,no,single,apr,-1,unknown,0
24,2376,1,cellular,27,no,yes,122,tertiary,no,self-employed,no,single,apr,-1,unknown,0
26,181,2,cellular,20,no,yes,158,secondary,no,technician,no,single,apr,-1,unknown,0
73,448,1,cellular,24,no,yes,136,tertiary,no,retired,no,married,mar,-1,unknown,0
29,714,2,cellular,13,no,yes,482,secondary,yes,entrepreneur,yes,married,may,-1,unknown,0
49,3608,1,cellular,30,no,yes,252,secondary,yes,admin.,no,married,apr,168,success,1
42,5310,2,cellular,25,no,yes,968,primary,yes,management,no,married,nov,97,success,4
68,2144,1,cellular,26,no,yes,708,tertiary,no,retired,no,single,jan,96,success,3
60,2281,2,cellular,5,no,yes,230,tertiary,no,management,no,married,feb,-1,unknown,0
53,2679,3,cellular,20,no,yes,295,tertiary,no,management,no,divorced,nov,-1,unknown,0
62,1495,1,cellular,2,no,yes,265,secondary,no,retired,no,married,feb,-1,unknown,0
33,1304,2,cellular,18,no,yes,536,tertiary,yes,management,no,single,may,-1,unknown,0
36,78,9,telephone,30,no,yes,2692,primary,yes,housemaid,no,married,jul,-1,unknown,0
46,437,3,cellular,13,no,yes,546,primary,yes,services,no,married,may,-1,unknown,0
37,7433,3,cellular,5,no,yes,630,secondary,no,housemaid,yes,married,feb,-1,unknown,0
53,6112,1,cellular,3,no,yes,211,secondary,no,blue-collar,no,married,feb,-1,unknown,0
34,155,2,cellular,5,no,yes,696,secondary,no,admin.,no,married,feb,-1,unknown,0
24,9883,5,cellular,8,no,yes,210,secondary,no,blue-collar,no,single,jul,-1,unknown,0
36,495,1,cellular,11,no,yes,91,tertiary,no,management,no,married,sep,37,success,5
34,294,1,cellular,9,no,yes,265,secondary,yes,technician,no,married,dec,184,success,3
48,8990,2,telephone,2,no,yes,1790,primary,no,blue-collar,no,single,feb,-1,unknown,0
43,3173,1,unknown,15,no,yes,746,unknown,no,self-employed,no,single,may,-1,unknown,0
32,53,2,cellular,22,no,yes,671,tertiary,no,technician,no,divorced,aug,-1,unknown,0
46,640,1,cellular,12,no,yes,215,secondary,yes,blue-collar,no,married,mar,182,success,4
32,217,3,cellular,15,no,yes,692,secondary,yes,blue-collar,no,single,may,-1,unknown,0
45,804,1,unknown,16,no,yes,528,primary,yes,blue-collar,no,married,may,-1,unknown,0
29,1374,3,cellular,17,no,yes,309,primary,no,unemployed,no,single,nov,208,success,4
25,3,1,cellular,16,no,yes,1034,tertiary,yes,management,yes,single,apr,-1,unknown,0
20,502,1,cellular,30,no,yes,261,secondary,no,student,no,single,apr,-1,unknown,0
45,61,4,unknown,26,no,yes,745,secondary,yes,blue-collar,no,married,may,-1,unknown,0
42,153,1,unknown,16,no,yes,844,secondary,yes,admin.,no,divorced,may,-1,unknown,0
29,8,1,cellular,10,no,yes,627,secondary,yes,blue-collar,yes,married,jul,-1,unknown,0
23,780,1,cellular,16,no,yes,393,tertiary,no,self-employed,no,single,sep,183,success,3
37,630,1,cellular,30,no,yes,315,tertiary,no,management,no,married,apr,87,success,1
35,2161,3,cellular,9,no,yes,569,tertiary,no,management,no,married,sep,-1,unknown,0
61,32685,2,cellular,2,no,yes,1447,tertiary,no,retired,no,married,mar,-1,unknown,0
31,3384,1,cellular,16,no,yes,153,tertiary,no,management,no,single,sep,104,success,2
41,5310,1,cellular,17,no,yes,984,primary,yes,management,no,married,nov,-1,unknown,0
34,383,1,unknown,13,no,yes,2231,secondary,yes,blue-collar,no,divorced,may,-1,unknown,0
32,772,3,unknown,15,no,yes,697,secondary,yes,services,no,single,may,-1,unknown,0
32,2976,1,cellular,5,no,yes,783,tertiary,yes,technician,no,married,feb,175,failure,5
34,2729,1,cellular,18,no,yes,835,secondary,yes,technician,no,single,nov,-1,unknown,0
35,520,1,cellular,17,no,yes,476,unknown,yes,blue-collar,no,married,apr,-1,unknown,0
44,205,1,cellular,3,no,yes,289,secondary,no,admin.,no,married,nov,-1,unknown,0
32,2378,2,cellular,17,no,yes,1132,unknown,no,services,no,single,nov,-1,unknown,0
34,48,2,cellular,7,no,yes,1806,secondary,yes,admin.,no,married,may,287,other,3
50,461,32,unknown,15,no,yes,651,primary,yes,entrepreneur,no,married,may,-1,unknown,0
32,116,2,cellular,20,no,yes,718,secondary,yes,technician,no,single,aug,-1,unknown,0
23,272,2,cellular,14,no,yes,100,secondary,no,blue-collar,no,married,aug,-1,unknown,0
32,799,6,cellular,23,no,yes,2078,secondary,no,blue-collar,yes,single,jul,-1,unknown,0
60,0,2,telephone,3,no,yes,676,secondary,no,housemaid,no,married,aug,181,failure,5
44,1534,1,cellular,10,no,yes,95,secondary,no,admin.,no,single,nov,95,success,3
30,4457,4,cellular,21,no,yes,566,secondary,yes,admin.,no,married,nov,-1,unknown,0
37,189,2,cellular,16,no,yes,162,unknown,no,technician,no,married,jun,-1,unknown,0
35,1880,1,cellular,20,no,yes,154,tertiary,no,technician,no,single,may,-1,unknown,0
36,0,7,cellular,15,yes,yes,687,secondary,no,services,yes,divorced,jul,-1,unknown,0
39,11835,2,cellular,11,no,yes,744,secondary,yes,management,no,married,aug,-1,unknown,0
25,839,3,cellular,18,no,yes,700,tertiary,yes,technician,no,married,may,-1,unknown,0
33,952,5,cellular,29,no,yes,1241,tertiary,yes,management,no,single,apr,-1,unknown,0
28,-197,2,unknown,9,no,yes,2016,secondary,yes,blue-collar,no,single,may,-1,unknown,0
31,1657,1,cellular,28,no,yes,872,tertiary,yes,self-employed,yes,single,jan,-1,unknown,0
56,1947,2,cellular,2,no,yes,225,primary,no,retired,no,married,mar,123,failure,5
